	C1	C2	C3	C4	C5	cluster	confidence
DLBCL10877	0.9880056591729901	0.0008405500451035571	0.0006683884858990657	0.010371759575387171	0.0001136427206201116	1	0.9880056591729901
DLBCL11443	0.9879175921338992	0.0002051623451316086	0.0005934503011344121	0.011007512596743934	0.0002762826230906723	1	0.9879175921338992
DLBCL11462	0.9877485071854691	0.00025970507714013515	0.001074884983296605	0.009261404404292219	0.0016554983498018156	1	0.9877485071854691
DLBCL_RICOVER_865	0.9877445217315672	0.00032045701226525664	0.0004598469913302554	0.010732382153346012	0.0007427921114912243	1	0.9877445217315672
DLBCL10928	0.9875817027486864	0.000505766787169266	0.0004920339986853742	0.011316402293603258	0.00010409417185571436	1	0.9875817027486864
DLBCL10993	0.9874772806920422	0.0002077199485318152	0.00047791414747684754	0.011555046975762108	0.00028203823618692584	1	0.9874772806920422
DLBCL11511	0.9874620828384502	0.00023171648859866245	0.0005028127891843817	0.011644203534796433	0.00015918434897056096	1	0.9874620828384502
DLBCL_RICOVER_473	0.9874590315733134	0.0002078280764526068	0.0004415003805989673	0.011647071860918463	0.0002445681087166312	1	0.9874590315733134
DLBCL_MC_F648_JKW	0.9874578838563964	0.0010465590844517913	0.0008142022627821699	0.010519556262791177	0.00016179853357836476	1	0.9874578838563964
DLBCL11506	0.9873550852076375	0.00021373797036024184	0.0004417364828235559	0.011730059883441056	0.00025938045573775236	1	0.9873550852076375
DLBCL10458	0.9872873219114183	0.00020600425848003016	0.00043381889517649764	0.011810421281392812	0.0002624336535322598	1	0.9872873219114183
DLBCL_LS378	0.9872815674382857	0.0003466955441275239	0.0005358137076278668	0.011726586870353356	0.00010933643960570195	1	0.9872815674382857
DLBCL_C_D_1123_NULLPAIR	0.9872622135848463	0.0003329280763933517	0.0005429363642369448	0.011767119736114806	9.480223840844822e-05	1	0.9872622135848463
DLBCL10844	0.9872285571343623	0.00023465667785548853	0.00033178468333985183	0.009906364680464875	0.0022986368239772837	1	0.9872285571343623
DLBCL11486	0.9872149533376569	0.00020221861049260102	0.0004300928920717158	0.011666811572058539	0.0004859235877202497	1	0.9872149533376569
DLBCL10546	0.9871417760650522	0.00021640974925802515	0.0004215747813550837	0.011935187432525512	0.0002850519718091199	1	0.9871417760650522
DLBCL_C_D_1129_NULLPAIR	0.9871235326940095	0.0002452750014352028	0.0006296553472971627	0.01161648856703863	0.00038504839021958546	1	0.9871235326940095
DLBCL10525	0.9871202964371414	0.000227366119647877	0.00046348909632659203	0.011686826216502582	0.0005020221303814457	1	0.9871202964371414
DLBCL11205	0.9871174554343204	0.0002308758089379249	0.00044407986119236135	0.012021384785824415	0.00018620410972502855	1	0.9871174554343204
DLBCL10996	0.9869800728160979	0.00020703253316371395	0.0004459040031010583	0.012103247050477996	0.00026374359715918206	1	0.9869800728160979
DLBCL10869	0.9869456548317624	0.00041716565652682866	0.0006506421047205211	0.011873388321632814	0.00011314908535743267	1	0.9869456548317624
DLBCL10935	0.9869360295378458	0.00020504364173006521	0.00041822746550122526	0.012196135916679729	0.0002445634382432533	1	0.9869360295378458
DLBCL11457	0.986936029537845	0.00020504364173013013	0.0004182274655013173	0.012196135916680171	0.00024456343824332406	1	0.986936029537845
DLBCL10462	0.9869360295376258	0.00020504364175130316	0.0004182274655313386	0.012196135916825043	0.0002445634382664119	1	0.9869360295376258
DLBCL11461	0.9869286221579857	0.00020575968377750347	0.0004192424736916102	0.012201031507611003	0.00024534417693406504	1	0.9869286221579857
DLBCL11477	0.986903241421685	0.00021906012818606276	0.0004405465000648212	0.012283087598695121	0.00015406435136901996	1	0.986903241421685
DLBCL11520	0.9868971410796453	0.0002065814689549706	0.00026182928778313287	0.011364523310244134	0.0012699248533725414	1	0.9868971410796453
DLBCL11452	0.9868897797192784	0.0002095274497822394	0.00042457457788536916	0.012226667784698931	0.0002494504683551681	1	0.9868897797192784
DLBCL_C_D_1155_NULLPAIR	0.986887738883065	0.00022062875786042126	0.00044275368783203156	0.012293494678152262	0.00015538399309020302	1	0.986887738883065
DLBCL10897	0.9868369306588115	0.0002067697886166748	0.0002875161111290524	0.012416061840942788	0.0002527216004999356	1	0.9868369306588115
DLBCL11191	0.9868369306586979	0.0002067697886278781	0.00028751611114222344	0.012416061841019736	0.00025272160051229936	1	0.9868369306586979
DLBCL10918	0.9868034508464613	0.00021966954581432478	0.0002918915415528261	0.011724439852559184	0.0009605482136123226	1	0.9868034508464613
DLBCL10972	0.9867777002114574	0.0004774341253211404	0.0005985463331338652	0.008538503200128108	0.00360781612995964	1	0.9867777002114574
DLBCL11652	0.9867642923597592	0.0033276854001789715	0.0005144614874416864	0.009001580147267643	0.00039198060535261433	1	0.9867642923597592
DLBCL11508	0.9867201134901505	0.0002081684289042631	0.00026799222570294146	0.012559887416200653	0.00024383843904160956	1	0.9867201134901505
DLBCL_C_D_1114_NULLPAIR	0.9867200874703176	0.00020817100716090934	0.00026799514440956236	0.012559905152530033	0.00024384122558186852	1	0.9867200874703176
DLBCL_C_D_1156_NULLPAIR	0.986719499632749	0.00020822925756792935	0.0002680610860019857	0.01256030584230806	0.00024390418137296165	1	0.986719499632749
DLBCL11681	0.9867107835394808	0.00023836967912929365	0.0010739419623023241	0.011712765758075361	0.0002641390610122069	1	0.9867107835394808
DLBCL11677	0.9866413102919531	0.00024654662912863785	0.0005214999239651903	0.012421516279759785	0.0001691268751931777	1	0.9866413102919531
DLBCL10986	0.9865851820908697	0.00021141698048341532	0.0004471127297217767	0.01239602284429819	0.0003602653546269944	1	0.9865851820908697
DLBCL10950	0.9865691231077932	0.00021797513817816577	0.00046037301247145034	0.012583648384908172	0.00016888035664890789	1	0.9865691231077932
DLBCL_RICOVER_1144	0.9865295062849415	0.0002562315233750209	0.00044592063310327677	0.012348946817124324	0.00041939474145590906	1	0.9865295062849415
DLBCL_C_D_1130_NULLPAIR	0.9865038917000187	0.0002154203660680145	0.0002713384779615457	0.012715384045176274	0.00029396541077537463	1	0.9865038917000187
DLBCL11501	0.9864578428608782	0.0003771448566473999	0.00045241102242586423	0.012013183241933954	0.0006994180181144768	1	0.9864578428608782
DLBCL_MC_F132_MLM	0.9864288209168159	0.0002376466531967796	0.00030122956826710706	0.012756686405791818	0.0002756164559282961	1	0.9864288209168159
DLBCL10495	0.986427988933374	0.00020994879486895207	0.0002687331133608813	0.012768746694250727	0.0003245824641453442	1	0.986427988933374
DLBCL10969	0.9864113210486388	0.001336181986424247	0.0006484709760792626	0.011395739398321664	0.00020828659053607958	1	0.9864113210486388
DLBCL10997	0.9863881958516278	0.0002527064945434317	0.0003015649986185239	0.012815673640748102	0.00024185901446219932	1	0.9863881958516278
DLBCL10912	0.9862935864244458	0.00020399079453050362	0.0002690738418922579	0.012980654976232171	0.0002526939628991976	1	0.9862935864244458
DLBCL11537	0.9862935864243231	0.00020399079454242125	0.00026907384190591124	0.012980654976316126	0.0002526939629124367	1	0.9862935864243231
DLBCL10931	0.9862935864232739	0.00020399079464426814	0.0002690738420225912	0.012980654977033605	0.0002526939630255769	1	0.9862935864232739
DLBCL_RICOVER_290	0.9862935864136912	0.0002039907955745092	0.00026907384308831383	0.01298065498358683	0.0002526939640589682	1	0.9862935864136912
DLBCL_LS1757	0.9862935824734862	0.0002039911780749342	0.00026907428129658786	0.012980657678169203	0.0002526943889730976	1	0.9862935824734862
DLBCL10488	0.9862678654780985	0.00020910942622675302	0.00031697417138670315	0.012908607722213023	0.00029744320207497073	1	0.9862678654780985
DLBCL_RICOVER_451	0.9862618458415253	0.00021812489274542895	0.00028706920740381763	0.013072266467734968	0.00016069359059032027	1	0.9862618458415253
DLBCL11512	0.9860694812650602	0.00020918965077634872	0.0002752400162896422	0.013178842693872803	0.00026724637400113194	1	0.9860694812650602
DLBCL_RICOVER_829	0.9859668973079857	0.00033458008044194424	0.0005173876529245837	0.013014748498295493	0.00016638646035227957	1	0.9859668973079857
DLBCL10509	0.9858478213794648	0.003172669076287046	0.00031710028860014954	0.010163937465254678	0.000498471790393196	1	0.9858478213794648
DLBCL10975	0.9857980300261687	0.00020038018165150997	0.0002860649999809743	0.013413034307392265	0.0003024904848064895	1	0.9857980300261687
DLBCL10953	0.9857595481578741	0.0002171772125218001	0.0002900521708218586	0.013557298030395277	0.0001759244283869495	1	0.9857595481578741
DLBCL_RICOVER_977	0.9853399069071287	0.0001994636427292833	0.0002589739175310783	0.013839607155336317	0.00036204837727467034	1	0.9853399069071287
DLBCL_MC_F262_WLC	0.9853119300494223	0.00021281078529609542	0.00026802375313941183	0.013874949560575556	0.0003322858515667197	1	0.9853119300494223
DLBCL11586	0.9852700160824657	0.00020365482178889355	0.0004739408259795852	0.013683621469842576	0.0003687667999232555	1	0.9852700160824657
DLBCL11676	0.9850658725920577	0.0002442004968304505	0.00036675192876677753	0.014149801073715836	0.0001733739086292114	1	0.9850658725920577
DLBCL_LS4394	0.9850059967582881	0.0037529721837156636	0.0014947734932958046	0.009592716723351819	0.0001535408413485199	1	0.9850059967582881
DLBCL11509	0.9849547205717281	0.00024853650484259556	0.00034908798906548786	0.014088590089607143	0.0003590648447566646	1	0.9849547205717281
DLBCL11473	0.9849092622553941	0.0002291116024926954	0.0005306400229530802	0.013965867482241462	0.00036511863691859187	1	0.9849092622553941
DFCIDL010_DT	0.9846993670437713	0.00023529625723421222	0.0005089468423077475	0.014471606520440092	8.478333624665605e-05	1	0.9846993670437713
DLBCL11470	0.9846300621713405	0.00019924559556327754	0.0002853085493884053	0.014572166146015137	0.0003132175376926773	1	0.9846300621713405
DLBCL_RICOVER_181	0.9845490208081813	0.00021275258902988506	0.00045174190233809245	0.014489230486398464	0.00029725421405213495	1	0.9845490208081813
DLBCL11434	0.9840903689470589	0.0002381057091509287	0.00034058611965188934	0.015239430841194265	9.150838294383172e-05	1	0.9840903689470589
DLBCL_LS2978	0.9839930677869784	0.00023130003959722118	0.00029765048950959	0.015313353184212222	0.00016462849970257662	1	0.9839930677869784
DLBCL11454	0.9839885065740851	0.0003188319548824212	0.0002953355632151319	0.01529175556175443	0.00010557034606279438	1	0.9839885065740851
DLBCL11539	0.9839292046301373	0.000234104780600514	0.00032032794589011214	0.015433218435081317	8.314420829070248e-05	1	0.9839292046301373
DLBCL10542	0.9838261621378349	0.00021547620579309137	0.0002833067745824114	0.014540429157640668	0.0011346257241490088	1	0.9838261621378349
DLBCL10875	0.9837369481191943	0.00022083818771451768	0.0004813581632887645	0.015340814543246168	0.00022004098655625055	1	0.9837369481191943
DLBCL_RICOVER_694	0.9837333098349018	0.0002888403079250979	0.0005359939398785588	0.015317695033411786	0.00012416088388272025	1	0.9837333098349018
DLBCL_LS3809	0.9834856416434016	0.0010839392917324545	0.0006129290949406887	0.011163319755331106	0.0036541702145942794	1	0.9834856416434016
DLBCL10945	0.9832132527901628	0.00022154073870118133	0.00030352281723820145	0.015230193270681251	0.00103149038321645	1	0.9832132527901628
DLBCL11482	0.9829709853465506	0.0002059638667217388	0.00034283869990348883	0.015913093060382338	0.0005671190264419151	1	0.9829709853465506
DLBCL10998	0.9828800760710953	0.00021725385675546729	0.00034429808271238516	0.016217913130790296	0.00034045885864649573	1	0.9828800760710953
DLBCL10506	0.9826699103058117	0.0006120165112759134	0.0006944548230222455	0.015924296274148635	9.932208574157818e-05	1	0.9826699103058117
DLBCL11472	0.9817071315687375	0.000241346045638097	0.0007657869749886848	0.016998911842560548	0.00028682356807501077	1	0.9817071315687375
DLBCL10843	0.9809061301442524	0.00021643751781675287	0.00045550559695150264	0.018301698012760725	0.00012022872821846769	1	0.9809061301442524
DLBCL10942	0.9808272821792541	0.0002510296589153493	0.00032258423227679177	0.01849907279578479	0.00010003113376900793	1	0.9808272821792541
DLBCL10451	0.9802102701585129	0.0004962178041650649	0.010521758345990827	0.008646140308466778	0.00012561338286445518	1	0.9802102701585129
DLBCL_C_D_1128_NULLPAIR	0.9800493886807424	0.0006689847947334064	0.0007648686349376056	0.017755264434778758	0.0007614934548078621	1	0.9800493886807424
DLBCL11432	0.9786658187783717	0.00024736171630488014	0.0009941085530463395	0.019958011073607094	0.00013469987867017658	1	0.9786658187783717
DLBCL10490	0.9779007396517789	0.0002665293883704715	0.00031664174551210766	0.020676819750460283	0.0008392694638783038	1	0.9779007396517789
DLBCL11496	0.9753793876597848	0.00023911678342192013	0.0005664946028782343	0.01839583672565107	0.005419164228264099	1	0.9753793876597848
DLBCL10966	0.9749836900347135	0.00028826038924081523	0.0014418809344479268	0.023172085205930646	0.00011408343566708765	1	0.9749836900347135
DLBCL11481	0.9747414983388463	0.0015700622583836002	0.0026162822149533136	0.019820951395449853	0.0012512057923669048	1	0.9747414983388463
DLBCL10957	0.9743999152898064	0.0002793649860291477	0.0004486206406373474	0.024135259839730305	0.0007368392437969318	1	0.9743999152898064
DLBCL11480	0.9738027625067384	0.0009321996599632945	0.0004581032090876683	0.007094042625148379	0.01771289199906213	1	0.9738027625067384
DLBCL10548	0.971763957226454	0.0006185456227758304	0.0005053169266511517	0.026991052678180392	0.00012112754593861973	1	0.971763957226454
DLBCL10515	0.971557463503614	0.00022263790491792364	0.00029973925812665735	0.01870172750705216	0.00921843182628905	1	0.971557463503614
DLBCL11445	0.9706241123520737	0.00022665593012645852	0.0003540459964657401	0.023899208986302288	0.004895976735031748	1	0.9706241123520737
DLBCL11478	0.9704383092027129	0.000771546003851508	0.0033080989408579486	0.02522565284262951	0.00025639300994821917	1	0.9704383092027129
DLBCL11663	0.9695902548302665	0.00031111430565203713	0.0008816119375728312	0.02910775464258347	0.00010926428392535258	1	0.9695902548302665
DLBCL_LS2154	0.9684894893885988	0.019493784064549307	0.0005918838158272241	0.011093098062566895	0.0003317446684579552	1	0.9684894893885988
DLBCL_RICOVER_826	0.9681638562869782	0.0002482178717031816	0.00044262089950924916	0.026482105185494972	0.004663199756314351	1	0.9681638562869782
DLBCL11435	0.9641378771932996	0.0002918366099742888	0.00042034624514121575	0.03496556554491834	0.0001843744066663953	1	0.9641378771932996
DLBCL10884	0.9619887696885588	0.0002877029857519678	0.0005127316022554935	0.03694002673923577	0.0002707689841979994	1	0.9619887696885588
DLBCL_C_D_1107_NULLPAIR	0.9585490864392008	0.0003218945025470075	0.0007029153941888243	0.040312894022215995	0.00011320964184739485	1	0.9585490864392008
DLBCL_MAYO_DLBCL_5613	0.9579826288787912	0.005088659286422176	0.005931640677076188	0.0257324916630946	0.005264579494615817	1	0.9579826288787912
DLBCL10913	0.9533823280852513	0.00026746924003431105	0.00046935989374634205	0.045328606876655034	0.0005522359043130622	1	0.9533823280852513
DLBCL10482	0.9524150512936721	0.0002542336204233161	0.0002751063608677633	0.029000761018913926	0.018054847706122992	1	0.9524150512936721
DLBCL_RICOVER_945	0.9456236889793265	0.004110462157198751	0.000572828587729735	0.044426019059518	0.005267001216227023	1	0.9456236889793265
DLBCL10896	0.9434590646267195	0.0002578368564185004	0.0003816142006206756	0.054993501343661606	0.000907982972579782	1	0.9434590646267195
DLBCL10545	0.9350916369800087	0.0004168786264890972	0.004858073296188226	0.05954947675835437	8.393433895951626e-05	1	0.9350916369800087
DLBCL11429	0.9279100941054793	0.00027569203627134017	0.00039430743024515053	0.053096127339534144	0.01832377908846984	1	0.9279100941054793
DLBCL11671	0.9251318163244537	0.0004149480576473241	0.0008860240820239943	0.07330325838018084	0.0002639531556941397	1	0.9251318163244537
DLBCL_RICOVER_1150	0.9191970772488891	0.029246369902744006	0.0009051673791135952	0.00724907741461516	0.04340230805463832	1	0.9191970772488891
DLBCL_MC_F300_TBF	0.9146582105122061	0.00042943350830618876	0.0018011317138800556	0.08292074249958122	0.00019048176602672325	1	0.9146582105122061
DLBCL11662	0.9114146817822313	0.0003394720268378197	0.000392652175922841	0.022075219550523016	0.065777974464485	1	0.9114146817822313
DLBCL10450	0.9030357741349206	0.0002710585304441895	0.0003443800707306622	0.03658314217092974	0.05976564509297478	1	0.9030357741349206
DLBCL11430	0.8929168993412199	0.0003548609730848587	0.0007622637665592624	0.10570101969917166	0.00026495621996433944	1	0.8929168993412199
DLBCL10914	0.8680807260485047	0.003284466345929468	0.11029625759583517	0.018006994380628576	0.00033155562910193817	1	0.8680807260485047
DLBCL11474	0.8511518681406235	0.0004040545350280907	0.0008212120239176372	0.14685115053790726	0.0007717147625235148	1	0.8511518681406235
DLBCL_LS2367	0.848622814507338	0.0007317562218139538	0.0011709849297078727	0.14918753158514347	0.0002869127559968833	1	0.848622814507338
DLBCL11578	0.8457838160772009	0.0004964985209700385	0.001398286855306621	0.1521942990334091	0.00012709951311328505	1	0.8457838160772009
DLBCL10994	0.8402543487251639	0.09621309352639813	0.0016023590174066395	0.01190100594666211	0.050029192784369104	1	0.8402543487251639
DLBCL_LS951	0.8376016818796294	0.0007147411442591703	0.0016523936142492422	0.1598460004409341	0.0001851829209281567	1	0.8376016818796294
DLBCL11202	0.8373982325461947	0.0011208730123199286	0.12155443178411542	0.03981139090795474	0.00011507174941523764	1	0.8373982325461947
DLBCL10486	0.8333755522807432	0.03442967907885216	0.0010291706588880986	0.010313686971079598	0.12085191101043698	1	0.8333755522807432
DLBCL10968	0.8168525806397989	0.0003735433146482482	0.0006236584081549104	0.17962556364053803	0.002524653996859948	1	0.8168525806397989
DLBCL10959	0.8078438182780115	0.0005919505652532066	0.001044227146620455	0.19018866955064034	0.0003313344594743976	1	0.8078438182780115
DLBCL_RICOVER_910	0.79893211661414	0.006019202739010851	0.0013939288010826527	0.19313065541518476	0.0005240964305818827	1	0.79893211661414
DLBCL10492	0.7577493305020943	0.0005064712004081268	0.00041304737984013877	0.030664067899555995	0.21066708301810144	1	0.7577493305020943
DLBCL_MC_F307_JPS	0.745323649052057	0.05491650689421374	0.05677800539159073	0.08766743858293198	0.05531440007920663	1	0.745323649052057
DLBCL11488	0.7344460498841892	0.0005094952581287722	0.0004429471295596571	0.016578763811123127	0.24802274391699938	1	0.7344460498841892
DLBCL10894	0.7260668679510974	0.26385434906263494	0.0018754843803151938	0.0069051771088879865	0.001298121497064372	1	0.7260668679510974
DLBCL_C_D_1148_NULLPAIR	0.6757608956720088	0.0006386547410955948	0.010545966385516612	0.31275736256533915	0.00029712063603985127	1	0.6757608956720088
DLBCL11519	0.653835259843804	0.0007278295849321129	0.002199525419808187	0.3430298840523147	0.00020750109914100976	1	0.653835259843804
DLBCL_MAYO_DLBCL_3653	0.5973641812525914	0.0009076850660928848	0.016909822561736457	0.38445999435389755	0.0003583167656817099	1	0.5973641812525914
DLBCL10531	0.5760215581430234	0.01729233230239698	0.0036694291968201644	0.08989095383373243	0.31312572652402726	1	0.5760215581430234
DLBCL10971	0.5277327721873233	0.4307385895651861	0.001372465465732087	0.005402055439813136	0.034754117341945355	1	0.5277327721873233
DLBCL_RICOVER_338	0.523993083770102	0.025987102667445573	0.03376333159232237	0.39038322635873857	0.025873255611391498	1	0.523993083770102
DLBCL11523	0.5231039355394183	0.003096311931812478	0.0023198853869379004	0.19258685612983542	0.27889301101199593	1	0.5231039355394183
DLBCL10478	0.5082223906884594	0.001018589023796077	0.2322853607122243	0.2578626908136472	0.0006109687618729851	1	0.5082223906884594
DLBCL11659	0.42713409328195795	0.001162813722005612	0.2597692614855835	0.3109798833503221	0.000953948160130946	1	0.42713409328195795
DLBCL11498	0.0002903812757417329	0.9958495334453478	0.0017225480662409077	0.00024079515657307197	0.0018967420560965526	2	0.9958495334453478
DLBCL_RICOVER_253	0.00016759219638905865	0.9957620372267434	0.001702522322425594	0.00023618904723900745	0.0021316592072029255	2	0.9957620372267434
DLBCL10850	0.00018460003697524975	0.9957251609407096	0.0013935349650989264	0.0002314903782115846	0.002465213679004694	2	0.9957251609407096
DLBCL11577	0.00016555091013133717	0.9957026726256384	0.001999022048302948	0.000248262413302625	0.0018844920026246824	2	0.9957026726256384
DLBCL10507	0.0001655509101849021	0.9957026726251654	0.0019990220484823783	0.0002482624133680056	0.0018844920027991626	2	0.9957026726251654
DLBCL_C_D_1136_NULLPAIR	0.00016555149770751455	0.9957026674386812	0.001999024016550727	0.00024826313048952075	0.001884493916570998	2	0.9957026674386812
DLBCL_RICOVER_174	0.00017587709593149223	0.99568507886937	0.0020078728631490305	0.0002518365494044705	0.0018793346221451664	2	0.99568507886937
DLBCL_C_D_1131_NULLPAIR	0.00016858426008389002	0.9956759636749183	0.0020091496886623004	0.00025196174698433223	0.001894340629351161	2	0.9956759636749183
DLBCL11204	0.0001686647182447939	0.995674713572179	0.0020290601462313773	0.00025362869328239286	0.0018739328700623857	2	0.995674713572179
DLBCL11438	0.00016887355327877592	0.9956734235172224	0.00201011211522953	0.00025231423191774527	0.0018952765823515257	2	0.9956734235172224
DLBCL10911	0.00019699183502352844	0.9956698604486433	0.0014352720934186212	0.00023369630340059017	0.002464179319514085	2	0.9956698604486433
DLBCL_C_D_1135_NULLPAIR	0.00020114109506131844	0.9956619786498835	0.0014304531709092858	0.0002645542586784691	0.002441872825467571	2	0.9956619786498835
DLBCL11188	0.0001934785026893114	0.9956602452201914	0.001785355755491187	0.0002472261486419609	0.002113694372986225	2	0.9956602452201914
DLBCL_LS146	0.0001934785026922492	0.995660245220167	0.0017853557554998243	0.00024722614864527493	0.002113694372995582	2	0.995660245220167
DLBCL_C_D_1126_NULLPAIR	0.00020012324502858227	0.9956056507929092	0.0018047795421200882	0.0002547144828885546	0.002134731937053588	2	0.9956056507929092
DLBCL10903	0.00019127935617724534	0.995592756805818	0.0020891208069890492	0.00025959007834468905	0.0018672529526709478	2	0.995592756805818
DLBCL_RICOVER_948	0.00019127935617742768	0.9955927568058166	0.00208912080698963	0.0002595900783449009	0.0018672529526714981	2	0.9955927568058166
DLBCL11579	0.00019127986170110566	0.9955927525758121	0.002089122417253089	0.0002595906657345003	0.0018672544794991282	2	0.9955927525758121
DLBCL_C_D_PAIR5	0.0001913375360717553	0.9955922700013441	0.002089306119661773	0.0002596576793209951	0.0018674286636013164	2	0.9955922700013441
DLBCL_RICOVER_107	0.00015792458450222997	0.9955910524304301	0.0015956911014645102	0.00023160822710284657	0.00242372365650038	2	0.9955910524304301
DLBCL_RICOVER_1235	0.00019149668372074794	0.9955909385807794	0.0020898129292980547	0.0002598425902248174	0.0018679092159768892	2	0.9955909385807794
DLBCL_LS3749	0.0001728165537340982	0.9955905586955159	0.002109905799575549	0.0002552105495673943	0.0018715084016070979	2	0.9955905586955159
DLBCL10988	0.0001597981941196937	0.9955863163758885	0.0013314339013206981	0.00021979739972454235	0.002702654128946544	2	0.9955863163758885
DLBCL10510	0.0001597981941196937	0.9955863163758885	0.0013314339013206981	0.00021979739972454235	0.002702654128946544	2	0.9955863163758885
DLBCL_LS88	0.0001597981943468614	0.9955863163738649	0.0013314339019587567	0.00021979739999030803	0.0027026541298392553	2	0.9955863163738649
DLBCL11203	0.00015980544375518094	0.9955862517935907	0.0013314542636160308	0.00021980588112907528	0.0027026826179089385	2	0.9955862517935907
DLBCL10477	0.00016995209298928724	0.9955717204277441	0.0013385880930183443	0.00022315843912947063	0.002696580947118744	2	0.9955717204277441
DLBCL11193	0.00015469093049000994	0.9955613514270796	0.0019628277968897316	0.00024492162291755407	0.0020762082226232215	2	0.9955613514270796
DLBCL11565	0.0001546909305009821	0.9955613514269784	0.0019628277969274063	0.00024492162293131005	0.002076208222661912	2	0.9955613514269784
DLBCL11456	0.00015469093055748675	0.9955613514264577	0.001962827797121426	0.00024492162300215095	0.002076208222861161	2	0.9955613514264577
DLBCL_LS4054	0.00015469116012284731	0.995561349311324	0.0019628285853774533	0.0002449219108122602	0.0020762090323634117	2	0.995561349311324
DLBCL10834	0.00015469116874080297	0.9955613492319212	0.001962828614968824	0.00024492192161674114	0.0020762090627523713	2	0.9955613492319212
DLBCL_RICOVER_299	0.00015469897184246906	0.995561277337458	0.0019628554081375094	0.00024493170447531954	0.002076236578086675	2	0.995561277337458
